Acteur,averageRating
Pauly Shore,5.8
Costas Mandylor,5.8
Murray Hamilton,5.8
Chloe Csengery,5.8
Bernard Farcy,5.8
Margarita Levieva,5.8
Christopher Atkins,5.8
Molly McCann,5.8
Ashanti,5.8
Adam Arkin,5.8
Marc de Jonge,5.8
Matt Passmore,5.8
Perry Pirkanen,5.8
Amelia Crouch,5.8
Tessa Allen,5.8
Jodie Turner-Smith,5.8
Ella Purnell,5.8
Stephen Dorff,5.8
Peta Wilson,5.8
Danielle Ryan,5.8
Jasmine Trinca,5.8
Robert Kerman,5.8
Anna Faris,5.7823529411764705
Rip Torn,5.766666666666667
Miranda Otto,5.75
Callie Hernandez,5.75
Dylan McDermott,5.75
John C. McGinley,5.75
Boyd Holbrook,5.75
Peter Boyle,5.75
Jack Huston,5.75
Michael Parks,5.75
Joe Morton,5.75
Eugene Levy,5.733333333333333
Arielle Kebbel,5.733333333333333
Tracie Savage,5.7
Barbra Streisand,5.7
Josh Peck,5.7
Jeroen KrabbÃ©,5.7
Chyler Leigh,5.7
Carlos Alazraqui,5.7
Christopher Lambert,5.7
Iris Bahr,5.7
Ken Kirzinger,5.7
Claire Holt,5.7
Annabelle Wallis,5.7
Christopher Reeve,5.7
Kelly Rowland,5.7
Hannah Ware,5.7
J. Todd Smith,5.7
John Beckman,5.7
Garry Marshall,5.7
Julene Renee,5.7
Hilary Duff,5.7
Dana Kimmell,5.7
Ashley Bell,5.7
Amy Seimetz,5.7
Zachary Bennett,5.7
Stacy Keach,5.7
Martin Roach,5.7
Dolph Lundgren,5.7
Matthew Morrison,5.7
Max Burkholder,5.7
Vithaya Pansringarm,5.7
Breckin Meyer,5.7
Molly Ephraim,5.7
Kristine Froseth,5.7
Delphine ChanÃ©ac,5.7
Zahra Anderson,5.7
Zawe Ashton,5.7
Oliver Platt,5.7
Dean Jones,5.7
Shannon Purser,5.7
Patrick Fabian,5.7
RZA,5.7
Blanchard Ryan,5.7
Richard Brooker,5.7
Saul Stein,5.7
Daniel Travis,5.7
Will Yun Lee,5.7
Rodney Eastman,5.7
Ben Daon,5.7
Sam Heughan,5.7
William Forsythe,5.7
Stephanie Moore,5.7
Hong Chau,5.7
Levi Miller,5.7
Kristy Swanson,5.7
Busy Philipps,5.7
Lin Shaye,5.7
Liu Yifei,5.7
Adam Garcia,5.7
Isaiah Washington,5.699999999999999
Aaliyah,5.699999999999999
Matt Bomer,5.699999999999999
Sarah Michelle Gellar,5.683333333333334
Rob Corddry,5.675
Marlon Wayans,5.6625
James Remar,5.65
Deepika Padukone,5.65
Iain Glen,5.65
Marcia Strassman,5.65
Chad Michael Murray,5.65
Ioan Gruffudd,5.625
Cam Gigandet,5.616666666666667
Shawn Wayans,5.6000000000000005
Piper Perabo,5.6000000000000005
Michelle Morgan,5.6
Joe Manganiello,5.6
Rebecca Gayheart,5.6
Diana Silvers,5.6
Joey Travolta,5.6
Nicki Aycox,5.6
Joan Plowright,5.6
Rider Strong,5.6
Bingbing Li,5.6
Shawn Roberts,5.6
R.G. Armstrong,5.6
Fiona Dourif,5.6
Tracy Morgan,5.6
Bailee Madison,5.6
Mamie Gummer,5.6
Phil Hartman,5.6
Gio Perez,5.6
David Graf,5.6
Chris Barrie,5.6
Cynthia Nixon,5.6
Peter Horton,5.6
Paulo Costanzo,5.6
Grace Lynn Kung,5.6
Rob Schneider,5.6
Jessica Alba,5.6
Geraint Wyn Davies,5.6
Mary-Kate Olsen,5.6
Mason Gamble,5.6
Sophia Bush,5.6
Juan Carlos HernÃ¡ndez,5.6
Dominik Garcia,5.6
Joshua Close,5.6
Alonna Shaw,5.6
Tony Shalhoub,5.6
Jordan Ladd,5.6
Jordan Gavaris,5.6
Daniel Dae Kim,5.6
Katie Chang,5.6
Cailee Spaeny,5.6
Sinbad,5.6
Chantal Quesnelle,5.6
Tom Taylor,5.6
Ariel Gade,5.6
Geoffrey Lewis,5.6
Zachary Knighton,5.6
Max Thieriot,5.6
Betsy Russell,5.6
James Coburn,5.6
Shamier Anderson,5.6
Mary-Louise Parker,5.6
Jennifer Lopez,5.586666666666667
Kal Penn,5.575
Jason Lee,5.575
Danielle Panabaker,5.575
Sienna Guillory,5.566666666666666
Stuart Townsend,5.55
Katie Featherston,5.533333333333334
Kim Myers,5.5
Adam Lamberg,5.5
Heather Sossaman,5.5
Jared Padalecki,5.5
Heather Matarazzo,5.5
Christian Kane,5.5
Danila Kozlovskiy,5.5
Danielle Harris,5.5
Clayton Snyder,5.5
Lauren German,5.5
Ellie Cornell,5.5
Nicollette Sheridan,5.5
Eric Bogosian,5.5
Amanda Righetti,5.5
Lucy Fry,5.5
Jennifer Love Hewitt,5.5
Candice Bergen,5.5
Steven Brand,5.5
Francesca Neri,5.5
Mark Patton,5.5
Courtney Halverson,5.5
Derek Mears,5.5
Matthew Bohrer,5.5
David Morrissey,5.466666666666666
Matilda Anna Ingrid Lutz,5.45
Jaime King,5.45
Miley Cyrus,5.45
David Denman,5.449999999999999
Tyler Mane,5.449999999999999
Katie Cassidy,5.449999999999999
Brigitte Nielsen,5.449999999999999
Scout Taylor-Compton,5.449999999999999
Kristin Chenoweth,5.433333333333334
Camilla Belle,5.433333333333333
Moon Bloodgood,5.4
Maria Pitillo,5.4
JoJo,5.4
Abhishek Bachchan,5.4
David Dorfman,5.4
Cung Le,5.4
Romeo Miller,5.4
Jess Weixler,5.4
Adewale Akinnuoye-Agbaje,5.4
Jane Curtin,5.4
Isabel Lucas,5.4
Jerry O'Connell,5.4
Jensen Ackles,5.4
Kari Wuhrer,5.4
Shahkrit Yamnarm,5.4
Charlie Yeung,5.4
Jonathan Winters,5.4
Michaela Watkins,5.4
Charles Durning,5.4
Avery Whitted,5.4
Ward Horton,5.4
Robert Knott,5.4
Alex O'Loughlin,5.4
Laysla De Oliveira,5.4
John Larroquette,5.4
Damson Idris,5.4
Enzo Cilenti,5.4
John Hensley,5.4
Alfre Woodard,5.4
Scott Terra,5.4
Natasha Henstridge,5.3999999999999995
Bubba Smith,5.3999999999999995
Sara Paxton,5.3999999999999995
Leighton Meester,5.366666666666667
Katy Perry,5.35
David Cross,5.35
Jimmy Fallon,5.35
Kirstie Alley,5.300000000000001
Maggie Q,5.300000000000001
Antony Acker,5.3
Kiernan Shipka,5.3
Marguerite Moreau,5.3
Josephine Langford,5.3
Maisie Williams,5.3
DemiÃ¡n Bichir,5.3
Jonas Bloquet,5.3
Ashley Benson,5.3
Charlie Heaton,5.3
Khadijha Red Thunder,5.3
Jessica Simpson,5.3
Ariel Levy,5.3
Shari Headley,5.3
Patricia Velasquez,5.3
Odette Annable,5.3
Raymond Cruz,5.3
Robert Daniel Sloan,5.3
Hero Fiennes Tiffin,5.3
Aaron Burns,5.3
Toby Hemingway,5.3
Daniel Sunjata,5.3
Robyn Lively,5.3
Regina Hall,5.3
Jason O'Mara,5.3
Alyson Hannigan,5.266666666666667
Spencer Breslin,5.266666666666667
Jayma Mays,5.25
Jaime Pressly,5.25
Kit Harington,5.25
Freddie Prinze Jr.,5.225
Lloyd Owen,5.2
Loan Chabanol,5.2
Lex Scott Davis,5.2
Eddie Griffin,5.2
Dylan Walsh,5.2
Y'lan Noel,5.2
SofÃ­a Vergara,5.2
Matt LeBlanc,5.2
Matthew Del Negro,5.2
Violett Beane,5.2
Matthew Zuk,5.2
Krista Allen,5.2
Nick Zano,5.2
Warren Christie,5.2
Nina Dobrev,5.2
Billy Burke,5.2
Ross Bagdasarian Jr.,5.2
ZoÃ« Kravitz,5.2
Ryan Robbins,5.2
Andrew Fiscella,5.2
Keir O'Donnell,5.2
Tyler Posey,5.2
Joivan Wade,5.2
Evan Peters,5.2
Janice Karman,5.2
Katie Holmes,5.2
Gabriela Lopez,5.2
Steven Strait,5.199999999999999
Alexa PenaVega,5.15
Leelee Sobieski,5.15
Cheryl Hines,5.15
Tommy Flanagan,5.1
Ed Speleers,5.1
Edison Chen,5.1
Daniella Alonso,5.1
Kelly Jo Minter,5.1
Michael Bailey Smith,5.1
Lorenza Izzo,5.1
Justin Whalin,5.1
Jamie Dornan,5.1
Perrey Reeves,5.1
Marco Khan,5.1
Morris Chestnut,5.1
Brad Dourif,5.1
Lisa Wilcox,5.1
Jacob Vargas,5.1
Jeremy Sylvers,5.1
Sandahl Bergman,5.1
Lucy Hale,5.050000000000001
Billy Ray Cyrus,5.05
Armand Assante,5.05
Taylor Lautner,5.04
Robin Shou,5.033333333333333
Andrew Jacobs,5.0
Jorge Diaz,5.0
Sergej Trifunovic,5.0
Gabrielle Walsh,5.0
Michael Winslow,5.0
Marsha Thomason,5.0
Olivia Taylor Dudley,5.0
Nancy Sorel,5.0
Jonathan Sadowski,5.0
Stacey Nelkin,5.0
Jesse McCartney,5.0
Corbin Reid,5.0
Daryl Sabara,5.0
Essence Atkins,5.0
James Allen McCune,5.0
Marlene Forte,5.0
Tom Atkins,5.0
Stephen Tobolowsky,5.0
Kat Graham,5.0
Jelena Gavrilovic,5.0
Adelaide Clemens,5.0
Elizabeth Berkley,4.9
Robert Oliveri,4.9
Kennedi Clements,4.9
Lisa Zane,4.9
Rosie O'Donnell,4.9
Shon Greenblatt,4.9
Lance Guest,4.9
Nicola Peltz,4.8
James Corden,4.8
Sarah Carter,4.8
Jorge Garcia,4.8
Emily Procter,4.8
Natalie Dormer,4.8
Eric Stoltz,4.8
Minka Kelly,4.8
Eoin Macken,4.8
Devon Aoki,4.8
Colleen Haskell,4.8
Ella Balinska,4.8
Tania Raymonde,4.8
John Waters,4.8
Stephanie Vogt,4.8
Eric Christian Olsen,4.75
Priyanka Chopra Jonas,4.75
Jeffrey Jones,4.7
Kareena Kapoor,4.7
Arjun Rampal,4.7
Kristen Wilson,4.7
David A.R. White,4.7
Matt Lanter,4.7
Brandy Norwood,4.7
Shane Harper,4.7
Goran Visnjic,4.7
Derek Richardson,4.65
Stephen Dunham,4.6
Emily Osment,4.6
Matt Shively,4.6
Tom Green,4.6
Marisa Coughlan,4.6
Reiko Aylesworth,4.6
Steven Pasquale,4.6
Kip Pardue,4.6
Drake Bell,4.6
Sanjay Dutt,4.6
Til Schweiger,4.6
Eric Johnson,4.55
Johnny Galecki,4.5
Kristin Davis,4.5
Alex D. Linz,4.5
Gisele BÃ¼ndchen,4.5
Olek Krupa,4.5
Alex Roe,4.5
Daren Kagasoff,4.5
Ana Coto,4.5
Rya Kihlstedt,4.5
Terry Crews,4.449999999999999
Janet Jackson,4.4
Kane Hodder,4.4
Margaret Qualley,4.4
Larry Miller,4.4
LeBron James,4.4
Lexa Doig,4.4
Jeff Geddis,4.4
Lorraine Gary,4.4
Cedric Joe,4.4
Tara Reid,4.4
Scottie Thompson,4.4
Dieter Laser,4.4
Nick Chinlund,4.4
Eric Balfour,4.4
Ashley Greene,4.4
Donald Faison,4.4
Ashley C. Williams,4.4
Alan Cumming,4.300000000000001
Estelle Getty,4.3
Ghassan Massoud,4.3
Stephen Merchant,4.3
Almira Tursyn,4.3
Eduardo Minett,4.3
Fred Willard,4.233333333333333
Scott Adkins,4.2
Kellan Lutz,4.2
Rupert Everett,4.2
Storm Reid,4.2
Joely Fisher,4.2
Ashley Tisdale,4.2
Sara Ali Khan,4.2
Gaia Weiss,4.2
Varun Dhawan,4.2
Jennifer Coolidge,4.15
Ashlynn Yennie,4.1
Robert John Burke,4.1
Jennifer Ehle,4.1
Mario Machado,4.1
Busta Rhymes,4.0
Erica Leerhsen,4.0
Brad Loree,4.0
Noah Ringer,4.0
Stephen Barker Turner,4.0
Jackson Rathbone,4.0
Jeffrey Donovan,4.0
Salman Khan,3.9000000000000004
Laurence R. Harvey,3.8
Romany Malco,3.8
Maddi Black,3.8
Kevin Sorbo,3.75
Juliette Danielle,3.7
David Hasselhoff,3.7
Bess Armstrong,3.7
Simon MacCorkindale,3.7
Greg Sestero,3.7
Talisa Soto,3.7
Tommy Wiseau,3.7
Paris Hilton,3.6500000000000004
Anson Mount,3.6
Britney Spears,3.6
Simon Rex,3.5
Jenn Proske,3.4
Diedrich Bader,3.4
Bronislaw Wroclawski,3.3
Anna Maria Sieklucka,3.3
Michele Morrone,3.3
Cassi Thomson,3.1
Mario Van Peebles,3.0
Adam Campbell,2.8
Sean Maguire,2.8
Jason Derulo,2.7
James Marsters,2.5
Justin Chatwin,2.5
Arjun Kapoor,2.4
Ranveer Singh,2.4
Carmen Electra,2.3499999999999996
Jamie Kennedy,2.2
Traylor Howard,2.2
Clint Howard,2.1
Jonathan Cherry,2.1
Tyron Leitso,2.1
Bobby Deol,1.9
Vanessa Lachey,1.9
Joel David Moore,1.9
Anil Kapoor,1.9
Christine Lakin,1.9
Nicole Parker,1.9
Randeep Hooda,1.8
Disha Patani,1.8
Aldona Struzik,1.2
Maciej PÃ³ltorak,1.2
Beata Fido,1.2
Priyanka Bose,1.1
Alia Bhatt,1.1
