primaryTitle,startYear,genre1,genre2,genre3,averageRating,numVotes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
#Alive,2020,Action,Drama,Horror,6.3,33479.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
'71,2014,Action,Crime,Drama,7.2,54264.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*batteries not included,1987,Comedy,Family,Fantasy,6.7,34558.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10 Cloverfield Lane,2016,Action,Drama,Horror,7.2,307963.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10 Things I Hate About You,1999,Comedy,Drama,Romance,7.3,317255.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 Years,2011,Comedy,Drama,Romance,6.1,25149.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10,000 BC",2008,Action,Adventure,Drama,5.1,128414.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101 Dalmatians,1996,Adventure,Comedy,Crime,5.7,108338.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102 Dalmatians,2000,Adventure,Comedy,Family,4.9,36603.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:14,2003,Comedy,Crime,Drama,7.2,46808.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Monkeys,1995,Mystery,Sci-Fi,Thriller,8.0,598590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
12 Rounds,2009,Action,Crime,Thriller,5.6,28350.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12 Strong,2018,Action,Drama,History,6.6,74504.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12 Years a Slave,2013,Biography,Drama,History,8.1,668955.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127 Hours,2010,Biography,Drama,,7.5,362804.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2010,Crime,Drama,Thriller,6.1,41438.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13 Assassins,2010,Action,Adventure,Drama,7.6,64130.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 Going on 30,2004,Comedy,Fantasy,Romance,6.2,178992.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13 Hours,2016,Action,Drama,History,7.3,130763.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13 Sins,2014,Horror,Thriller,,6.3,35439.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13th,2016,Crime,Documentary,History,8.2,34232.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1408,2007,Fantasy,Horror,Mystery,6.8,263727.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1492: Conquest of Paradise,1992,Adventure,Biography,Drama,6.5,29480.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 Minutes,2001,Action,Crime,Drama,6.1,49681.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 Blocks,2006,Action,Drama,Thriller,6.6,128957.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17 Again,2009,Comedy,Drama,Fantasy,6.4,190901.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1917,2019,Action,Drama,War,8.3,505364.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1922,2017,Crime,Drama,Horror,6.2,58880.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1941,1979,Action,Comedy,War,5.8,32703.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1984,1984,Drama,Sci-Fi,,7.1,69844.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1: Nenokkadine,2014,Action,Thriller,,8.1,44405.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2 Fast 2 Furious,2003,Action,Crime,Thriller,5.9,264336.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2 Guns,2013,Action,Comedy,Crime,6.7,204973.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001: A Space Odyssey,1968,Adventure,Sci-Fi,,8.3,634601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010: The Year We Make Contact,1984,Adventure,Mystery,Sci-Fi,6.8,51805.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,2009,Action,Adventure,Sci-Fi,5.8,365535.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2046,2004,Drama,Romance,Sci-Fi,7.4,55535.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20th Century Women,2016,Comedy,Drama,,7.3,43166.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2008,Crime,Drama,History,6.8,239777.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21 Bridges,2019,Action,Thriller,,6.6,59060.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21 Grams,2003,Crime,Drama,Thriller,7.6,231523.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21 Jump Street,2012,Action,Comedy,Crime,7.2,531620.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22 July,2018,Crime,Drama,History,6.8,31949.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22 Jump Street,2014,Action,Comedy,Crime,7.0,360346.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 Hour Party People,2002,Biography,Comedy,Drama,7.3,36249.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27 Dresses,2008,Comedy,Romance,,6.1,159495.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28 Days,2000,Comedy,Drama,,6.1,47628.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Days Later...,2002,Drama,Horror,Sci-Fi,7.6,395682.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28 Weeks Later,2007,Horror,Sci-Fi,,6.9,267943.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3 Days to Kill,2014,Action,Drama,Thriller,6.2,91304.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3 Idiots,2009,Comedy,Drama,,8.4,371035.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Iron,2004,Crime,Drama,Romance,8.0,53354.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Days of Night,2007,Action,Horror,Thriller,6.6,171624.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30 Minutes or Less,2011,Action,Comedy,Crime,6.1,98020.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2006,Action,Drama,,7.6,761030.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000 Miles to Graceland,2001,Action,Comedy,Crime,6.0,45578.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300: Rise of an Empire,2014,Action,Drama,,6.2,289990.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365 Days,2020,Drama,Romance,,3.3,69114.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3:10 to Yuma,2007,Action,Crime,Drama,7.7,299651.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40 Days and 40 Nights,2002,Comedy,Romance,,5.6,72594.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,2013,Biography,Drama,Sport,7.5,90951.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45 Years,2015,Drama,Romance,,7.1,32215.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47 Meters Down,2017,Adventure,Drama,Horror,5.7,52378.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47 Ronin,2013,Action,Drama,Fantasy,6.3,155010.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48 Hrs.,1982,Action,Comedy,Crime,6.9,74678.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Centimeters per Second,2007,Animation,Drama,Family,7.6,54934.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50 First Dates,2004,Comedy,Drama,Romance,6.8,340776.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50/50,2011,Comedy,Drama,Romance,7.6,323307.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500 Days of Summer,2009,Comedy,Drama,Romance,7.7,491174.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,1998,Drama,Music,,5.8,32658.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6 Souls,2010,Horror,Mystery,Thriller,6.1,33960.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6 Underground,2019,Action,Thriller,,6.1,156772.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8 Mile,2002,Drama,Music,,7.1,267917.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88 Minutes,2007,Crime,Drama,Mystery,5.9,75279.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,2009,Action,Adventure,Animation,7.1,136904.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9 to 5,1980,Comedy,,,6.9,30990.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2018,Drama,Romance,,8.6,25095.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99 Homes,2014,Drama,,,7.1,32399.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9½ Weeks,1986,Drama,Romance,,6.0,39668.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Bad Moms Christmas,2017,Comedy,,,5.6,47437.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Beautiful Mind,2001,Biography,Drama,,8.2,887082.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bigger Splash,2015,Drama,Music,Thriller,6.4,28993.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A Bittersweet Life,2005,Action,Crime,Drama,7.5,38890.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bridge Too Far,1977,Drama,History,War,7.4,54855.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A Brilliant Young Mind,2014,Drama,Romance,,7.1,28490.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Bronx Tale,1993,Crime,Drama,,7.8,134985.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bug's Life,1998,Adventure,Animation,Comedy,7.2,279314.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Carol,2009,Adventure,Animation,Comedy,6.8,107847.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Story,1983,Comedy,Family,,7.9,137459.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Cinderella Story,2004,Comedy,Family,Romance,5.9,84612.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Civil Action,1998,Drama,,,6.6,28429.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Clockwork Orange,1971,Crime,Drama,Sci-Fi,8.3,791004.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Cure for Wellness,2016,Drama,Fantasy,Horror,6.4,92568.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A Dangerous Method,2011,Biography,Drama,Romance,6.4,101389.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Dog's Purpose,2017,Adventure,Comedy,Drama,7.2,69280.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Few Good Men,1992,Drama,Thriller,,7.7,249153.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Fish Called Wanda,1988,Comedy,Crime,,7.5,137656.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Fistful of Dollars,1964,Action,Drama,Western,8.0,208314.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Ghost Story,2017,Drama,Fantasy,Romance,6.9,67382.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Girl Walks Home Alone at Night,2014,Drama,Horror,Romance,7.0,33865.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A Good Day to Die Hard,2013,Action,Thriller,,5.3,203044.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Good Year,2006,Comedy,Drama,Romance,7.0,92499.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Goofy Movie,1995,Adventure,Animation,Comedy,6.9,50183.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Guide to Recognizing Your Saints,2006,Crime,Drama,,7.0,25549.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Haunted House,2013,Comedy,Fantasy,Horror,5.0,45649.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A History of Violence,2005,Action,Drama,Thriller,7.4,231162.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Hologram for the King,2016,Comedy,Drama,Romance,6.1,43143.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Knight's Tale,2001,Action,Adventure,Romance,6.9,179831.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A League of Their Own,1992,Comedy,Drama,Sport,7.3,100080.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Life Less Ordinary,1997,Comedy,Crime,Fantasy,6.4,35189.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Little Princess,1995,Drama,Family,Fantasy,7.7,33579.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Lonely Place to Die,2011,Action,Adventure,Crime,6.2,28647.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Long Way Down,2014,Comedy,Drama,,6.4,32362.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Lot Like Love,2005,Comedy,Drama,Romance,6.6,68558.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Love Song for Bobby Long,2004,Drama,,,7.1,25847.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Man Apart,2003,Action,Crime,Drama,6.1,46569.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Man Called Ove,2015,Comedy,Drama,Romance,7.7,51349.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Man for All Seasons,1966,Biography,Drama,History,7.7,33461.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Midsummer Night's Dream,1999,Comedy,Fantasy,Romance,6.4,25152.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Mighty Heart,2007,Biography,Drama,History,6.6,27399.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Mighty Wind,2003,Comedy,Music,,7.2,27292.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Million Ways to Die in the West,2014,Comedy,Western,,6.1,184070.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Monster Calls,2016,Adventure,Drama,Family,7.5,85200.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Most Violent Year,2014,Action,Crime,Drama,7.0,69776.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Most Wanted Man,2014,Crime,Drama,Thriller,6.8,74902.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Night at the Roxbury,1998,Comedy,Music,Romance,6.2,59252.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A Nightmare on Elm Street 2: Freddy's Revenge,1985,Horror,,,5.5,66446.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street 4: The Dream Master,1988,Horror,,,5.7,53658.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Perfect Getaway,2009,Drama,Mystery,Thriller,6.5,70694.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A Perfect Murder,1998,Crime,Drama,Thriller,6.5,82814.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Perfect World,1993,Crime,Drama,Thriller,7.5,77775.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Prophet,2009,Crime,Drama,,7.9,96657.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place,2018,Drama,Horror,Sci-Fi,7.5,487087.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A Quiet Place Part II,2020,Drama,Horror,Sci-Fi,7.3,174242.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A Rainy Day in New York,2019,Comedy,Romance,,6.5,38515.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A River Runs Through It,1992,Drama,,,7.2,56587.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Royal Affair,2012,Biography,Drama,History,7.5,46205.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Scanner Darkly,2006,Animation,Crime,Drama,7.1,109448.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Separation,2011,Drama,,,8.3,233564.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Serbian Film,2010,Horror,Mystery,Thriller,5.0,61292.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
A Series of Unfortunate Events,2004,Adventure,Comedy,Family,6.8,202848.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Serious Man,2009,Comedy,Drama,,7.1,138771.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Shot in the Dark,1964,Comedy,Mystery,,7.5,27330.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Simple Favor,2018,Comedy,Crime,Mystery,6.8,140481.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Simple Plan,1998,Crime,Drama,Thriller,7.5,67347.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Street Cat Named Bob,2016,Biography,Drama,Family,7.4,29574.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Tale of Two Sisters,2003,Drama,Horror,Mystery,7.2,60017.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A Thousand Words,2012,Comedy,Drama,,5.9,41851.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Time to Kill,1996,Crime,Drama,Thriller,7.5,143160.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Very Harold & Kumar Christmas,2011,Adventure,Comedy,,6.3,67669.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Very Long Engagement,2004,Drama,Mystery,Romance,7.6,72473.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A View to a Kill,1985,Action,Adventure,Thriller,6.3,93941.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Walk Among the Tombstones,2014,Action,Crime,Drama,6.5,117247.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk in the Clouds,1995,Drama,Romance,,6.7,33144.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Walk in the Woods,2015,Adventure,Biography,Comedy,6.4,26443.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk to Remember,2002,Drama,Romance,,7.3,205577.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Wrinkle in Time,2018,Adventure,Family,Fantasy,4.2,43417.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A.I. Artificial Intelligence,2001,Drama,Sci-Fi,,7.2,299561.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARQ,2016,Action,Sci-Fi,Thriller,6.4,37606.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aashiqui 2,2013,Drama,Music,Musical,7.0,28382.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Abduction,2011,Action,Mystery,Thriller,5.1,79026.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Abominable,2019,Adventure,Animation,Comedy,7.0,34714.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Time,2013,Comedy,Drama,Fantasy,7.8,325745.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
About a Boy,2002,Comedy,Drama,Romance,7.1,179631.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Above the Law,1988,Action,Crime,Drama,6.0,30649.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Lincoln: Vampire Hunter,2012,Action,Fantasy,Horror,5.9,152992.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Absolute Power,1997,Action,Crime,Drama,6.7,53026.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolutely Anything,2015,Comedy,Sci-Fi,,6.0,41764.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Accepted,2006,Comedy,,,6.4,129257.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace Ventura: Pet Detective,1994,Comedy,,,6.9,289016.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace Ventura: When Nature Calls,1995,Adventure,Comedy,Crime,6.4,209841.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Across the Universe,2007,Drama,Fantasy,History,7.3,108552.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Act of Valor,2012,Action,Adventure,Thriller,6.5,68079.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ad Astra,2019,Adventure,Drama,Mystery,6.5,217345.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Adam,2009,Comedy,Drama,Romance,7.2,34212.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adaptation.,2002,Comedy,Drama,,7.7,186905.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addams Family Values,1993,Comedy,Fantasy,,6.8,88261.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Admission,2013,Comedy,Drama,Romance,5.7,34187.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adore,2013,Drama,Romance,,6.2,33598.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adrift,2018,Action,Adventure,Biography,6.6,52479.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventureland,2009,Comedy,Drama,Romance,6.8,156924.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adventures in Babysitting,1987,Adventure,Comedy,Crime,6.9,41672.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
