primaryTitle,startYear,genre1,genre2,genre3,averageRating,numVotes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Little Fockers,2010,Comedy,Romance,,5.5,110041.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Little Giants,1994,Comedy,Family,Sport,6.4,27686.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Little Man,2006,Comedy,Crime,,4.5,53172.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Miss Sunshine,2006,Comedy,Drama,,7.8,457477.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Nicky,2000,Comedy,Fantasy,,5.3,102263.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Shop of Horrors,1986,Comedy,Horror,Musical,7.1,71552.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Little Women,2019,Drama,Romance,,7.8,170851.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Little Women,1994,Drama,Family,Romance,7.3,55445.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Live Flesh,1997,Drama,,,7.4,30033.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Free or Die Hard,2007,Action,Thriller,,7.1,397819.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Live and Let Die,1973,Action,Adventure,Thriller,6.8,103105.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Live by Night,2016,Action,Crime,Drama,6.4,55330.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loaded Weapon 1,1993,Action,Comedy,Crime,6.2,47563.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lock Up,1989,Action,Crime,Drama,6.4,41683.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lock, Stock and Two Smoking Barrels",1998,Action,Comedy,Crime,8.2,558429.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Locke,2013,Drama,,,7.1,143825.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,2017,Action,Drama,Sci-Fi,8.1,696287.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Logan Lucky,2017,Action,Comedy,Crime,7.0,142253.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan's Run,1976,Action,Adventure,Sci-Fi,6.8,54420.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lolita,1997,Drama,Romance,,6.9,55814.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lolita,1962,Crime,Drama,Romance,7.5,97606.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
London Boulevard,2010,Crime,Drama,,6.2,47488.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Has Fallen,2016,Action,Thriller,,5.9,152265.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lone Star,1996,Drama,Mystery,,7.4,29178.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lone Survivor,2013,Action,Biography,Drama,7.5,277106.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Shot,2019,Comedy,Romance,,6.8,104553.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Look Who's Back,2015,Comedy,Drama,Fantasy,7.1,43789.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Look Who's Talking,1989,Comedy,,,5.9,80764.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Look Who's Talking Now,1993,Comedy,Family,Romance,4.4,28758.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Look Who's Talking Too,1990,Comedy,Family,Romance,4.7,45861.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Looney Tunes: Back in Action,2003,Adventure,Animation,Comedy,5.7,36192.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looper,2012,Action,Drama,Sci-Fi,7.4,553219.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lord of War,2005,Action,Crime,Drama,7.6,304537.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord of the Flies,1990,Adventure,Drama,Thriller,6.4,30197.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lords of Dogtown,2005,Biography,Drama,Sport,7.1,53931.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Los ojos de Julia,2010,Horror,Mystery,Thriller,6.7,34462.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Loser,2000,Comedy,Romance,,5.3,28559.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lost Highway,1997,Mystery,Thriller,,7.6,137184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lost in Space,1998,Action,Adventure,Family,5.2,71021.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Translation,2003,Comedy,Drama,,7.7,435491.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love,2015,Drama,Romance,,6.1,53751.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love & Mercy,2014,Biography,Drama,Music,7.4,38082.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love & Other Drugs,2010,Comedy,Drama,Romance,6.7,192784.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Actually,2003,Comedy,Drama,Romance,7.6,450043.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Story,1970,Drama,Romance,,6.9,33030.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love and Death,1975,Comedy,War,,7.7,37632.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Love and Monsters,2020,Action,Adventure,Comedy,7.0,111489.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love, Rosie",2014,Comedy,Romance,,7.2,131340.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Love, Simon",2018,Comedy,Drama,Romance,7.6,107221.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lovelace,2013,Biography,Drama,,6.2,39932.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loveless,2017,Drama,,,7.6,31903.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving,2016,Biography,Drama,Romance,7.0,33475.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Loving Vincent,2017,Animation,Biography,Crime,7.8,54811.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Number Slevin,2006,Crime,Drama,Thriller,7.7,306854.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucy,2014,Action,Sci-Fi,Thriller,6.4,470380.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Ludo,2020,Action,Comedy,Crime,7.6,36368.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lust, Caution",2007,Drama,History,Romance,7.5,39969.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Léon: The Professional,1994,Action,Crime,Drama,8.5,1091204.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASH,1970,Comedy,Drama,War,7.4,70547.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ma,2019,Horror,Mystery,Thriller,5.6,50084.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Ma Rainey's Black Bottom,2020,Drama,Music,,6.9,47584.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MacGruber,2010,Action,Comedy,,5.6,43879.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macbeth,2015,Drama,History,War,6.6,54962.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Machete,2010,Action,Crime,Thriller,6.6,194484.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Machete Kills,2013,Action,Crime,Thriller,5.6,77152.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Machine Gun Preacher,2011,Action,Biography,Crime,6.8,65002.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max,1979,Action,Adventure,Sci-Fi,6.9,199821.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mad Max 2: The Road Warrior,1981,Action,Adventure,Sci-Fi,7.6,173766.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mad Max Beyond Thunderdome,1985,Action,Adventure,Sci-Fi,6.3,132116.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mad Max: Fury Road,2015,Action,Adventure,Sci-Fi,8.1,936678.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madagascar,2005,Adventure,Animation,Comedy,6.9,383004.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar 3: Europe's Most Wanted,2012,Adventure,Animation,Comedy,6.8,172190.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa,2008,Adventure,Animation,Comedy,6.6,215931.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made of Honor,2008,Comedy,Romance,,5.9,70016.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maggie,2015,Drama,Horror,Sci-Fi,5.6,43516.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Magic Carpet Ride,2005,Comedy,Drama,,7.4,32387.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike,2012,Comedy,Drama,,6.1,135241.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike XXL,2015,Comedy,Drama,Music,5.6,54415.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Magic in the Moonlight,2014,Comedy,Drama,Romance,6.5,66581.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Magnolia,1999,Drama,,,8.0,301273.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnum Force,1973,Action,Crime,Mystery,7.2,59403.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maid in Manhattan,2002,Comedy,Drama,Romance,5.3,87153.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Major League,1989,Comedy,Sport,,7.2,65967.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Major League II,1994,Comedy,Sport,,5.6,26008.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Major Payne,1995,Adventure,Comedy,Family,6.3,34349.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm X,1992,Biography,Drama,History,7.7,90944.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maleficent,2014,Action,Adventure,Family,7.0,359886.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallrats,1995,Comedy,Romance,,7.1,120075.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mama,2013,Fantasy,Horror,Thriller,6.2,175542.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Mamma Mia!,2008,Comedy,Musical,Romance,6.4,229603.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mamma Mia! Here We Go Again,2018,Comedy,Musical,Romance,6.6,88016.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Man Bites Dog,1992,Comedy,Crime,Drama,7.5,39667.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Up,2015,Comedy,Drama,Romance,6.8,51018.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Man of Steel,2013,Action,Adventure,Sci-Fi,7.0,734641.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Man of Tai Chi,2013,Action,Drama,,6.1,37684.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man of the Year,2006,Comedy,Drama,Romance,6.2,32958.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Man on Fire,2004,Action,Crime,Drama,7.7,347641.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on Wire,2008,Biography,Crime,Documentary,7.7,54647.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on a Ledge,2012,Action,Crime,Thriller,6.6,148756.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Man on the Moon,1999,Biography,Comedy,Drama,7.4,128003.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester by the Sea,2016,Drama,,,7.8,264018.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandela: Long Walk to Freedom,2013,Biography,Drama,History,7.1,27413.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mandy,2018,Action,Fantasy,Horror,6.6,71899.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,1979,Comedy,Drama,Romance,7.9,136993.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan Murder Mystery,1993,Comedy,Mystery,,7.3,42402.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maniac,2012,Horror,Thriller,,6.1,36637.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mank,2020,Biography,Comedy,Drama,6.9,67581.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mannequin,1987,Comedy,Fantasy,Romance,5.9,30920.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Manos: The Hands of Fate,1966,Drama,Horror,,1.8,35810.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maps to the Stars,2014,Comedy,Drama,,6.2,39707.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marathon Man,1976,Crime,Thriller,,7.4,61145.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
March of the Penguins,2005,Documentary,Family,,7.5,57262.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Margin Call,2011,Drama,Thriller,,7.1,122901.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maria Full of Grace,2004,Crime,Drama,,7.4,34714.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie Antoinette,2006,Biography,Drama,History,6.5,106726.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marley & Me,2008,Comedy,Drama,Family,7.1,152801.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marriage Story,2019,Comedy,Drama,Romance,7.9,277499.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Marrowbone,2017,Drama,Horror,Mystery,6.7,28910.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Mars Attacks!,1996,Comedy,Sci-Fi,,6.4,219441.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Marshland,2014,Action,Adventure,Crime,7.3,32691.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martha Marcy May Marlene,2011,Drama,Mystery,Thriller,6.9,51226.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Martyrs,2008,Horror,,,7.1,88838.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marvin's Room,1996,Drama,,,6.7,27328.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Poppins,1964,Comedy,Family,Fantasy,7.8,164608.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mary Poppins Returns,2018,Adventure,Comedy,Family,6.7,82681.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Shelley's Frankenstein,1994,Drama,Horror,Romance,6.4,53740.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mary and Max,2009,Animation,Comedy,Drama,8.1,171533.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masaan,2015,Drama,,,8.2,26332.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mask,1985,Biography,Drama,,7.2,27717.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master and Commander: The Far Side of the World,2003,Action,Adventure,Drama,7.4,212724.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masterminds,2016,Biography,Comedy,Crime,5.8,53576.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masters of the Universe,1987,Action,Adventure,Fantasy,5.4,39602.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Match Point,2005,Drama,Romance,Thriller,7.6,212808.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Matchstick Men,2003,Comedy,Crime,Drama,7.3,127852.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matilda,1996,Comedy,Family,Fantasy,6.9,140215.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maverick,1994,Action,Adventure,Comedy,7.0,107553.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Manus: Man of War,2008,Action,Biography,Drama,7.3,27564.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Payne,2008,Action,Crime,Drama,5.3,124527.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximum Overdrive,1986,Action,Comedy,Horror,5.5,31685.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
May,2002,Comedy,Drama,Horror,6.6,36035.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maze Runner: The Death Cure,2018,Action,Adventure,Sci-Fi,6.3,126728.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maze Runner: The Scorch Trials,2015,Action,Adventure,Sci-Fi,6.3,236202.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Me Before You,2016,Drama,Romance,,7.4,230339.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Me and Earl and the Dying Girl,2015,Comedy,Drama,,7.7,127866.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me and You and Everyone We Know,2005,Comedy,Drama,,7.3,36025.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mean Creek,2004,Crime,Drama,,7.2,31439.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mean Girls,2004,Comedy,,,7.0,358646.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mean Machine,2001,Comedy,Crime,Drama,6.5,38523.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanic: Resurrection,2016,Action,Adventure,Crime,5.7,81409.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet Dave,2008,Adventure,Comedy,Family,5.0,40035.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet Joe Black,1998,Drama,Fantasy,Romance,7.2,228535.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Meet the Blacks,2016,Comedy,Horror,,4.8,36223.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meet the Fockers,2004,Comedy,Romance,,6.3,262400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Meet the Parents,2000,Comedy,Romance,,7.0,322194.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Megamind,2010,Action,Animation,Comedy,7.3,243718.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melancholia,2011,Drama,Sci-Fi,,7.2,175293.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Melinda and Melinda,2004,Comedy,Drama,Romance,6.4,31890.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Memento,2000,Mystery,Thriller,,8.4,1176962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Memoirs of a Geisha,2005,Drama,Romance,,7.4,143974.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Memories of Murder,2003,Crime,Drama,Mystery,8.1,162137.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Memphis Belle,1990,Action,Drama,War,6.9,27808.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Men in Black,1997,Action,Adventure,Comedy,7.3,539816.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black 3,2012,Action,Adventure,Comedy,6.8,348278.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black II,2002,Action,Adventure,Comedy,6.2,358398.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black: International,2019,Action,Adventure,Comedy,5.6,124672.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men of Honor,2000,Biography,Drama,,7.2,112986.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Men, Women & Children",2014,Comedy,Drama,,6.7,31739.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menace II Society,1993,Crime,Drama,Thriller,7.5,55573.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mercury Rising,1998,Action,Crime,Drama,6.1,72087.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mermaids,1990,Comedy,Drama,Romance,6.7,30438.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mersal,2017,Action,Thriller,,7.8,31400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Message in a Bottle,1999,Drama,Romance,,6.2,37367.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Metro,1997,Action,Comedy,Crime,5.5,27002.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Vice,2006,Action,Crime,Drama,6.0,114153.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,1996,Comedy,Drama,Fantasy,5.7,42405.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Clayton,2007,Crime,Drama,Mystery,7.2,161121.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Michael Collins,1996,Biography,Drama,Thriller,7.2,30800.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mickey Blue Eyes,1999,Comedy,Crime,Romance,5.9,36119.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Micmacs,2009,Action,Comedy,Crime,7.2,29780.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mid90s,2018,Comedy,Drama,,7.4,57250.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Men,2009,Comedy,Crime,Drama,6.8,37267.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Cowboy,1969,Drama,,,7.8,107131.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Express,1978,Biography,Crime,Drama,7.6,77130.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
